"airport_name","airport_id"
"Cyril E. King Airport","1712402839891410946"
"D An P Farm","1712401706460446721"
"D and B Airpark","1712401656577589250"
"D Bar D","1712401651712196610"
"D J","1712401963504173058"
"D M Stevenson Ranch","1712401468249145347"
"D'Amico","1712401891479584770"
"D'Angelo","1712401724877635585"
"D'Field","1712401922366439425"
"D. A. Chandler","1712401981715841025"
"D. Casimiro Szlapelis","1712401127604551681"
"Dabo","1712402484659027971"
"Dabou","1712401021702569986"
"Dabra","1712401186740043778"
"Dachuan","1712400984746557441"
"Dacy","1712401759057018881"
"Dade Collier Trng Transition","1712401933154189314"
"Daegu International Airport","1712402510961508353"
"Daet","1712402562949906434"
"Dagali","1712401037808697345"
"Dague Strip","1712401733320769538"
"Dahio Trotwood","1712401614827487233"
"Dahl Creek","1712401609291005954"
"Dahl Private","1712401576323776514"
"Dahlemer Binz","1712402451737935874"
"Dahler Homestead","1712402149429280771"
"Dajarra","1712401202397380610"
"Dajtki","1712401040061038593"
"Dakhla","1712402422289727489"
"Dakhla Airport","1712402532402790401"
"Dakota","1712401730657386497"
"Dakota Air Ranch","1712402076280619009"
"Dala Airport","1712402751735529473"
"Dala Jarna","1712401040975396866"
"Dalaman Airport","1712402815023382529"
"Dalanzadgad Airport","1712402531169665025"
"Dalbandin Airport","1712402552673861633"
"Dalby","1712402335509577730"
"Dale Curten Farm","1712401946848591874"
"Dale Delight","1712402063861284866"
"Dale Landing Strip","1712402286117453826"
"Dale O. Galer Aerodrome","1712401804640714754"
"Dalgaranga Gold Mine","1712401202720342017"
"Dalhart Mun","1712401609681076226"
"Dali Airport","1712402395047723010"
"Dalian International Airport","1712402395110637570"
"Dallas Bay Sky Park","1712401550780465153"
"Dallas Executive","1712401610008231938"
"Dallas Fort Worth International Airport","1712401610142449665"
"Dallas Love Field","1712401610075340801"
"Dallas South Port","1712402022694191105"
"Dalma Airport","1712402822338248705"
"Daloa","1712402410956718083"
"Dalonia","1712401786848477186"
"Dalrymple's","1712401669533794306"
"Dalton","1712401686373924865"
"Dalton Mun","1712401610331193346"
"Dalwallinu Airport","1712401203815055361"
"Daly River Airport","1712401203236241410"
"Daly Waters","1712401203173326850"
"Damara","1712401047807918081"
"Damascus International Airport","1712402805984657410"
"Damme","1712402451800850433"
"Dan E Richards Municipal","1712402019783344130"
"Dan France","1712402149555109890"
"Dan Jones International","1712401788350038017"
"Dan's","1712402077320806402"
"Danang International Airport","1712402838339518466"
"Danbury Mun","1712401610914201601"
"Dane","1712401611300077570"
"Dane County Regional Airport","1712401894608535553"
"Daneco Landing Strip","1712401788089991170"
"Danford Field","1712401821535371266"
"Dang","1712401181706878978"
"Dangel","1712401794133983234"
"Daniel","1712401442357706753"
"Daniel Hq/Pease Valley Airstrip","1712401604144594946"
"Daniel Oduber Quirós International Airport","1712402409211887617"
"Daniel Z. Romualdez Airport","1712402566070468609"
"Daniel's Landing","1712401424108290050"
"Daniels Field","1712401756213280770"
"Danielson","1712401611560124419"
"Danielson Field","1712402167754194945"
"Dannevirke Aerodrome","1712402541768671234"
"Dano","1712401020196814850"
"Dansville Mun","1712401611627233281"
"Danville","1712401611761451009"
"Danville Airpark","1712401611824365569"
"Danville Municipal","1712401611887280130"
"Danville Regl","1712401611950194689"
"Danylo Halytskyi International Airport","1712402820580835330"
"Danz Ranch","1712401815206166529"
"Darab","1712402487980916737"
"Darbhanga Airport","1712401178913472514"
"Darbro Field","1712401652999847937"
"Darby","1712401938590007298"
"Darby Dan","1712401582715895809"
"Darchula","1712401181773987842"
"Darden","1712401711657189377"
"Dare Co Regl","1712401902007287810"
"Dargaville Aerodrome","1712401112878350338"
"Darke County","1712402225077747714"
"Darlington County","1712401612994576385"
"Darlot","1712401202976194561"
"Darlowo","1712401039415115778"
"Darnell's Field","1712401560733548546"
"Darnell's Landings","1712401560796463106"
"Darnley Island","1712401203303350274"
"Darois","1712401087494422529"
"Darr Field","1712401774294925313"
"Darrington","1712402094429372418"
"Darrington Municipal","1712401613330120705"
"Darrow Field","1712401673644212226"
"Dart","1712401918922915842"
"Daru Airport","1712402556058664961"
"Darwaz","1712401114556071938"
"Darwin International Airport","1712402335572492290"
"Dashoguz Airport","1712402818118778881"
"Dasht-e Naz Airport","1712402490648494082"
"Datadawai Airport","1712401188304519169"
"Datong Yungang Airport","1712402395236466690"
"Dauenhauer Field","1712401494199304194"
"Daugavpils","1712402513050271745"
"Daulton","1712401893954224130"
"Dauphin Ba","1712402294644473858"
"Dave's","1712401884659646465"
"Dave's Aerodrome","1712401542446383105"
"Dave's Place","1712401833665298433"
"Davenport Downs","1712401203433373698"
"Davenport Mun","1712401613720190978"
"David City Municipal","1712401613980237825"
"David G Joyce","1712402275732357121"
"David Gillespie","1712401910991486978"
"David Jay Perry","1712401723959083011"
"David Lowe","1712402107687567361"
"David Stanley Memorial","1712401741709377537"
"David Wayne Hooks Memorial","1712401788412952578"
"David Wine's Airstrip","1712401850631258114"
"David's Landing","1712402160690987010"
"Davidson","1712402223181922306"
"Davidson County","1712401867895013377"
"Davidson Field","1712401812299513857"
"Davidson Field","1712402108719366146"
"Davidson Strip","1712402186817306626"
"Davies","1712402010132250625"
"Daviess Co","1712402239137054721"
"Daviess County Airport","1712402016880885762"
"Davis","1712401546259005441"
"Davis","1712401583953215489"
"Davis","1712401710939963394"
"Davis","1712401711913041922"
"Davis","1712401976544264194"
"Davis Airfield","1712401772671729666"
"Davis Airstrip","1712401859997138945"
"Davis Field","1712401686831104001"
"Davis Field","1712401813981429762"
"Davis Field","1712402274050441218"
"Davis Private","1712401813658468354"
"Davis Ranch","1712401795824287746"
"Davis Rla","1712401750626467841"
"Dawadmi Airport","1712402581501313025"
"Dawei Airport","1712402535250722817"
"Dawn Patrol Aviation","1712401411378577410"
"Dawson City Airport","1712401008922525697"
"Dawson Community Airport","1712401720406507522"
"Dawson Creek Airport","1712402294707388417"
"Dawson Field","1712401540311482370"
"Dawson Municipal","1712401614437416962"
"Dawson Private Strip","1712401835879890946"
"Day Aero-Place","1712402216819163137"
"Daybreak","1712401842800492546"
"Dayrestan Airport","1712402488316461057"
"Dayton Valley Airpark","1712401615532130306"
"Dayton-Wright Brothers","1712401615024619521"
"Daytona Beach International Airport","1712401615532130307"
"Dbaks","1712401956508073985"
"Dbear Ranch","1712401587287687169"
"Ddt Field","1712401606849921026"
"De Ford","1712401622217850882"
"De Kalb County","1712401441179107330"
"De Kalb Taylor Mun","1712401615922200578"
"De Kooy","1712402539881234433"
"De La Independencia","1712402392203984898"
"De Lesseps Lake","1712401002844979201"
"De Quincy Industrial Airpark","1712401616572317698"
"De Ronda","1712402158560280578"
"De Vere Field","1712401567616401409"
"De Winton South Calgary","1712402294774497281"
"De Witt Municipal","1712401616899473410"
"De Witt Property","1712402157578813441"
"Dead Cow Field","1712401458652577793"
"Dead Dog","1712402048308805634"
"Deadhorse Airport","1712401617088217090"
"Deadmans Cay Airport","1712402354992119809"
"Deadwood Dam Airstrip","1712401537270611969"
"Deale","1712401617285349378"
"Dean","1712401592362795009"
"Dean Field","1712402842504462337"
"Dean Griffin Memorial","1712402265154322434"
"Dean Memorial","1712401761267417089"
"Dean Schwenk","1712402040226381826"
"Deanland Lewes","1712402826943594498"
"Dease Lake","1712402294841606145"
"Debert","1712402294904520705"
"Deblois Flight Strip","1712401617734139905"
"Debra Marcos","1712401070041923585"
"Debre Tabor","1712401070109032450"
"Debrecen Airport","1712402465696579586"
"Decatur /Jones/","1712401619042762754"
"Decatur Airport","1712401618061295618"
"Decatur County Industrial Air","1712401446677839873"
"Decatur Mun","1712401618258427906"
"Decatur Shores","1712401422111801345"
"Decimomannu","1712402495908151297"
"Deck","1712401775649685505"
"Deck","1712401971292995586"
"Deck Airpark","1712401428348731393"
"Decker Field","1712401928297185282"
"Decorah Mun","1712401619361529858"
"Dedougou","1712401020389752834"
"Dee Jay","1712402009746374657"
"Dee's Strip","1712401497110151169"
"Deelen","1712401036319719425"
"Deep Forest","1712401808289759234"
"Deep Woods Ranch","1712401621181857793"
"Deer Creek","1712401866666082305"
"Deer Creek Farm","1712401429254701057"
"Deer Creek Ranch","1712402227091013634"
"Deer Crossing","1712401569818411009"
"Deer Flat","1712401619491553281"
"Deer Haven Ranch","1712401540634443777"
"Deer Lake Airport","1712401014597419009"
"Deer Lake Regional Airport","1712402294967435266"
"Deer Lodge-City-County","1712401619424444418"
"Deer Meadow Ranch","1712401437425205249"
"Deer Meadows Airstrip","1712402249090138114"
"Deer Park","1712401619558662145"
"Deer Park / Radial Flyer","1712401619621576706"
"Deer Run","1712401598650056705"
"Deer Run","1712401686180986882"
"Deer Run","1712401837696024578"
"Deer Run Airpark","1712401979719352322"
"Deer Springs Ranch","1712401822575558658"
"Deerfield","1712401865240018946"
"Deerfield Landing","1712401644334415874"
"Deerfield Resort","1712401845849751553"
"Deering Airport","1712401120239353857"
"Defiance Meml","1712401619885817857"
"Defuniak Springs","1712401620015841282"
"Deggendorf","1712401026693791746"
"Dehong Mangshi Airport","1712402398025678849"
"Dehradun Airport","1712402469626642435"
"Deir Zzor","1712402806047571969"
"Deitch","1712401981204135937"
"DeKalb-Peachtree Airport","1712401438788354050"
"Dekese","1712401065637904386"
"Dekoa","1712401048843911169"
"Del Hickcox","1712401452914769921"
"Del Mar De Cortes Intl","1712402528556613633"
"Del Mar Farms","1712402031481257986"
"Del Monte","1712401433008603137"
"Del Norte Intl","1712402527453511681"
"Del Rio Intl","1712401620657569794"
"Del Valle","1712401621047640065"
"DeLand Municipal / Sidney H. Taylor Field","1712401621244772354"
"Delano Mun","1712401621446098946"
"Delaware Airpark","1712401631411765250"
"Delaware Coastal","1712401714236686338"
"Delaware County Regl","1712401968558309377"
"Delaware Mun Jim Moore Field","1712401621769060353"
"Delhi Municipal","1712401621899083778"
"Delhotal","1712402254534344706"
"Deline Airport","1712401014597419010"
"Delingha Airport","1712400981244313601"
"Delissaville","1712401203106217986"
"Delk's","1712401435156086785"
"Dell City Municipal","1712401622092021762"
"Dell Flight Strip","1712401622029107202"
"Deloraine","1712402295030349825"
"Delozier","1712401551564800002"
"Delphi Municipal","1712401622280765441"
"Delta","1712401847401644033"
"Delta County Airport","1712401663573688321"
"Delta Daves","1712401622922493953"
"Delta Downs","1712401203039109122"
"Delta Dunarii","1712402572445810689"
"Delta Flying Service Inc","1712402233395052545"
"Delta Junction Airport","1712401622989602818"
"Delta Mun","1712401622603726849"
"Delta Regional","1712401579930877953"
"Delta Shores","1712401564411953153"
"Delva Field","1712402220396904450"
"Dembi Dolo","1712401069979009025"
"Deming Mun","1712401623312564226"
"Demopolis Rgnl","1712401623572611074"
"Denain","1712402444293046273"
"Denali","1712401923540844545"
"Denham","1712401034465837057"
"Deniliquin","1712402335639601154"
"Denio Junction","1712401623702634497"
"Denis Island","1712401056091668481"
"Denis Sassou Nguesso","1712402408482078722"
"Denison Mun","1712401623832657921"
"Denizli Çardak Airport","1712402815086297090"
"Denmark","1712401202590318594"
"Denney","1712401923863805954"
"Dennis Farms","1712401846365650947"
"Dennys Playground","1712402103015112706"
"Denton","1712401624155619330"
"Denton Airfield","1712401624222728194"
"Denton Farms","1712401563052998657"
"Denton Mun","1712401624289837058"
"Dentonio Ranch","1712401533604790273"
"Denver City","1712401625074171906"
"Denver International Airport","1712401624944148481"
"Deoghar International Airport","1712402469819580418"
"Depue","1712401864917057538"
"Depultycze Krolewskie","1712401039285092354"
"Deputado Luiz Eduardo Magalhaes Airport","1712402379281334274"
"Deputado Oswaldo Tolentino","1712401167316221953"
"Der Schwarzwald","1712402243650125825"
"Dera Ghazi Khan Airport","1712402552929714177"
"Dera Ismail Khan","1712402552996823042"
"Derby","1712402335706710018"
"Derby Aerodrome","1712402046559780866"
"Derby Field","1712401885427204097"
"Derim","1712400991784599554"
"Dermott Municipal","1712401625271304194"
"Des Moines International Airport","1712401625401327618"
"Desert Air Sky Ranch","1712401995296997378"
"Desert Aire Regional","1712401915752022018"
"Desert Center","1712401625468436482"
"Desert Creek","1712402251032100865"
"Desert Rock","1712401929781968897"
"Deshler Municipal Landing Strip","1712401625661374466"
"Desirade","1712402462894784514"
"Desroches","1712402585137774593"
"Dessau","1712402451930873858"
"Destin Airport","1712401625992724481"
"Destin Fort Walton Beach Airport","1712402220199772162"
"Detel","1712401772352962561"
"Deters Farms","1712402157188743169"
"Detmold","1712401026177892354"
"Detroit Lakes Wething","1712401626315685891"
"Detroit Metropolitan Wayne County Airport","1712401626122747905"
"Devi Ahilya Bai Holkar Airport","1712402471195312129"
"Devil's Finger","1712401956642291714"
"Devil's Reach Landing","1712401999097036802"
"Devil's River Ranch","1712401620657569795"
"Devils Garden Strip","1712401842221678594"
"Devils Hopyard Field","1712401641335488514"
"Devils Lake Regional Airport","1712401626382794754"
"Devils Mountain Lodge","1712401971615956993"
"Devine Municipal","1712401626449903618"
"Devonport Airport","1712402335773818881"
"Dew Drop","1712401819647934466"
"Dewadaru","1712401186547105794"
"Dewind Field","1712402288462069761"
"Dewitt Old Town Mun","1712402007087185922"
"Dexter B. Florence Memorial Field","1712401432354291714"
"Dexter Field","1712401595516911617"
"Dexter Mun","1712401626705756161"
"Dexter Regional","1712401626768670722"
"Dezoito","1712401149024862210"
"Dhaalu Atoll Airport","1712402521619234818"
"Dhanbad","1712402469953798146"
"Dhangarhi Airport","1712402539235311618"
"Dharavandhoo Island Airport","1712402520776179713"
"Di's Cajun Restaurant","1712401803143348225"
"Diamantino","1712401163746869249"
"Diamond Bar Jones","1712402167234101250"
"Diamond Bluff","1712401741449330689"
"Diamond C","1712401713913724930"
"Diamond H","1712402030109720578"
"Diamond J","1712402064259743746"
"Diamond M Ranch","1712401653259894786"
"Diamond N Ranch","1712401779219038210"
"Diamond O Ranch","1712402119263846402"
"Diamond P. Field","1712401968625418242"
"Diamond Point Airstrip","1712402132077445122"
"Diamond R Ranch","1712402226638028801"
"Diamond S","1712401885175545858"
"Diamond Star Ranch","1712401579213651970"
"Diamondhead","1712401626894499842"
"Dianopolis","1712401163809783809"
"Dias Branco","1712401140913078273"
"Diavik","1712401000001241089"
"Dibrugarh Airport","1712402473804169218"
"Dick Fisher","1712401711720103937"
"Dick's","1712401724093300738"
"Dick's Strip","1712401430991142914"
"Dickinson Municipal Airport","1712401627020328962"
"Dickson Municipal","1712401627150352386"
"Didyr","1712401017680232449"
"Diebougou","1712401021044064258"
"Diego Aracena International Airport","1712402390014558210"
"Diego Jimenez Torres","1712401170134794242"
"Dien Bien Phu Airport","1712402838469541889"
"Diepholz","1712402451993788417"
"Dierre","1712402431202623490"
"Dietchweiler","1712402245382373377"
"Dietrichs","1712401651779305474"
"Dietz Airpark","1712401527619518465"
"Diewold","1712401514625564674"
"Diffa","1712402545577099266"
"Digby Annapolis Regional","1712402295097458690"
"Digger Dougs","1712402109172350978"
"Dighton","1712401627343290369"
"Dignangan","1712402522651033601"
"Dikson Airport","1712401174878552066"
"Dileo Field","1712401624356945921"
"Dillant-Hopkins","1712401825893253122"
"Dillard","1712402273983332354"
"Dillard Ranch","1712401543926972417"
"Dillen Personal","1712401921783431169"
"Dillenburg's","1712402135202201602"
"Dilley Airpark","1712401627469119489"
"Dilling","1712401075200917506"
"Dillingham Airport","1712401627536228353"
"Dillon","1712401627662057474"
"Dillon Field","1712401837821853698"
"Dillon'S Bay Airport","1712401111892688898"
"Dilolo","1712401064530608129"
"Dilse Private Airstrip","1712402126306082817"
"Dilts Ranch","1712401478529384450"
"Dimapur Airport","1712402470020907010"
"Dimbokro","1712401021765484546"
"Dimmit Co","1712401533734813697"
"Dimmitt Municipal","1712401627729166338"
"Dimorvan Carraro","1712402375401603074"
"Dinkel","1712402226042437634"
"Dinnerbell","1712401645303300098"
"Dinsmore","1712401627792080898"
"Dinwiddie County","1712402040872304642"
"Dionísio Cerqueira","1712402368325812225"
"Diori Hamani International Airport","1712402545837146114"
"Dipolog Airport","1712402563079929857"
"Dirranbandi","1712402335836733442"
"Dirt Dobber's Grass Strip","1712402136389189634"
"Discovery Bay At Norwalk Landing","1712402137685229570"
"Disney","1712401627989213186"
"Disney Farm","1712401460909113345"
"Dittemore Field","1712402206710890498"
"Diu Airport","1712401177932005378"
"Divaca","1712401093051875330"
"Divci","1712401099364302850"
"Divinopolis Airport","1712402368392921089"
"Divisa","1712402368715882497"
"Dix Field","1712401874098388995"
"Dix Sept Rosado","1712402374487244801"
"Dixie","1712401202783256577"
"Dixie Dusters","1712401805873840129"
"Dixie Usfs","1712401628056322049"
"Dixie Valley","1712401673702932481"
"Dixon","1712401451866193922"
"Dixon","1712401628249260033"
"Dixon Municipal-Charles R. Walgreen Field","1712401628312174594"
"Diyarbakir Airport","1712402815149211649"
"Dj Farm","1712401810886033410"
"Djambala","1712401046117613570"
"Djangou","1712402812573908993"
"Djerba–Zarzis International Airport","1712402813345660929"
"Djibo","1712401018007388162"
"Djokele","1712401060508270594"
"Djougou","1712401017105612801"
"Djs","1712401859607068674"
"Djumu-Djomoe","1712401146017546241"
"Djúpivogur","1712400996746461185"
"Dm Ranch","1712401455502655489"
"Dnepropetrovsk International Airport","1712402819406430209"
"Do-Little Field","1712402165342470146"
"Doaktown","1712401000131264513"
"Doany","1712402518263791617"
"Dobersberg","1712401094733791233"
"Dobie's","1712401801583067137"
"Dobo Airport","1712402484008910850"
"Docken Field","1712401962602397698"
"Docker River","1712401203752140802"
"Dodge Center","1712401628375089154"
"Dodge City Regional Airport","1712401628442198017"
"Dodge County","1712401819073314818"
"Dodge/Coppola/Wheeler","1712402180173529089"
"Dodoma Airport","1712402807943397377"
"Doering Farms Airfield","1712401948077522946"
"Dog Iron Ranch","1712402010065141761"
"Dog Island","1712401533227302913"
"Dogs Run Free","1712402129070129153"
"Dogwood","1712401519306407937"
"Dogwood Acres","1712402078419714050"
"Dogwood Airpark","1712401699292381186"
"Dogwood Farm","1712401760814432258"
"Doha International Airport","1712402571091050497"
"Dolac","1712401099104256001"
"Dolbeau St Felicien","1712402295097458691"
"Dole–Jura Airport","1712402435669557249"
"Dolhun Field","1712401850115358721"
"Dolna Mitropoliya Air Base","1712401082373177345"
"Dolpa Airport","1712401181832708098"
"Domerat","1712402440019050498"
"Domeyer","1712401864791228418"
"Domine Eduard Osok Airport","1712402485116207105"
"Domingos Rego","1712401148571877378"
"Domme","1712401086584258562"
"Domodedovo International Airport","1712402576476536834"
"Don Brown Field","1712401459369803778"
"Don Kichote","1712401957816696833"
"Don Mueang International Airport","1712402809046499330"
"Don's Landing Field","1712402244803559427"
"Don's Place Airpark","1712401749397536769"
"Dona Ana Co Intl","1712402120165621762"
"Donald","1712402335899648002"
"Donald Alfred Gade","1712401427572785154"
"Donald D. Coski Memorial","1712401629096509441"
"Donald's Air Park Inc","1712402053706874882"
"Donaldson","1712401006787624961"
"Donaldson Field","1712401738412654593"
"Donalsonville Municipal","1712401628702244866"
"Donauwoerth","1712401027851419651"
"Doncaster Sheffield  Airport","1712402825085517825"
"Donegal Airport","1712402493127327746"
"Donegal Springs Airpark","1712401962925359105"
"Donets K","1712402819469344770"
"Dong Hoi Airport","1712402838536650754"
"Dong Tac Airport","1712402839308402690"
"Dongara","1712401203496288258"
"Dongji Airport","1712400987854536706"
"Dongola","1712402676875591682"
"Dongyang Hengdian Airport","1712401091088941057"
"Dongying Shengli Airport","1712400983127556097"
"Donica Field","1712401957095276546"
"Doniphan Municipal","1712401628836462594"
"Donlin Creek","1712401602986967042"
"Donna Field","1712402064326852610"
"Donnelly","1712402295164567554"
"Donner","1712401467473199106"
"Donner Field","1712401862463389698"
"Donoi Airport","1712401219782770690"
"Dooley","1712401819715043330"
"Doomadgee Airport","1712402335966756866"
"Door Co Cherryland","1712402178600665090"
"Doren Field","1712401541800460290"
"Dorman Field","1712401931858149378"
"Dornbirn","1712402351619899393"
"Dorothy Scott","1712402013395419138"
"Dorr Field","1712401930499194882"
"Dorsey Creek Ranch","1712401454277918722"
"Dorsey Ranch","1712401718112223234"
"Dortmund Airport","1712402452123811842"
"Dorton","1712402086749601793"
"Dorunda","1712401203366264833"
"Dos Arroyos Ranch","1712401966159167490"
"Dos Lagunas","1712401100811337730"
"Dos Palos","1712401629541105666"
"Doshan Tappeh","1712401115772420097"
"Doss Field","1712401848500551682"
"Dothan Regional Airport","1712401629671129090"
"Dotson","1712401447457980418"
"Douala International Airport","1712402385635704834"
"Double A","1712401730783215618"
"Double Circle Ranch","1712401570858598401"
"Double Creek Airpark","1712401902137311234"
"Double D Farms","1712402236956016642"
"Double D Skyranch","1712402162565840898"
"Double Eagle Ii","1712401412083220481"
"Double H Ranch","1712401725003464706"
"Double H Ranch","1712402104948686850"
"Double L Ranch","1712401665129775105"
"Double R Ranch","1712402227934068737"
"Double S","1712402080491700225"
"Double S Ranch","1712401730720301057"
"Double Tree Farm","1712401913306742786"
"Double V Ranch","1712401693579739137"
"Double W","1712402115958734849"
"Doug Bolton Field","1712401584909516802"
"Dougherty","1712401465065668610"
"Douglas","1712401584087433218"
"Douglas Lake","1712402295290396674"
"Douglas Mun","1712401630115725313"
"Douglas Mun","1712401630182834177"
"Douglass Ranch","1712401701410504705"
"Douglas–Charles Airport","1712402418783289346"
"Dourados Airport","1712401128778956801"
"Douzy","1712401090321383426"
"Dove Airstrip","1712401480932720642"
"Dove Creek","1712401631021694978"
"Dow Ranch","1712401830355992577"
"Dowagiac Municipal","1712401631541788673"
"Downes","1712401574406979586"
"Downey/Hyde Memorial","1712401631738920962"
"Downs Gulch","1712401000198373377"
"Downtown","1712402158686109698"
"Downwind Acres","1712402268518154241"
"Doyle Estates","1712401827193487362"
"Doyle's","1712401679499460610"
"Doylestown","1712401631931858946"
"Dozier","1712401670838222849"
"Dr C P Savage Sr","1712401951902728193"
"Dr Jose Augusto De Arruda Bot","1712401133426245633"
"Dr Miguel A Urdaneta F","1712402837248999426"
"Dr. Babasaheb Ambedkar International Airport","1712402474387177474"
"Dracena","1712402368527138817"
"Drachten","1712402540011257858"
"Draco STOLport","1712402173299064833"
"Draganovtsi","1712402383630827522"
"Draggintail Acres","1712401917551378434"
"Dragon Lady","1712401812362428418"
"Dragonfly","1712401692552134657"
"Dragonfly Field","1712401406995529729"
"Drake","1712402074741309442"
"Drake Bay Airport","1712401105567678466"
"Drake Farm","1712402261761130498"
"Drake Field","1712401677536526337"
"Drake Ranch","1712401771509907458"
"Draughon Miller Centrl Tx Regl","1712402192831938562"
"Drayton Municipal","1712401632133185538"
"Drayton Valley Industrial","1712402295353311233"
"Drc","1712401968235347969"
"Dream Air","1712401411445686273"
"Dream Catcher Ranch","1712402044034809857"
"Dream Field","1712401472015630337"
"Dream Field","1712401871321759745"
"Dream Team","1712401894671450114"
"Dreamcatcher","1712401809006985217"
"Dreamland","1712401967715254274"
"Dreessen Field","1712402232229036033"
"Drennan","1712401730846130177"
"Drennan Farm","1712401883187445761"
"Dresden Airport","1712402452123811843"
"Dresser Hill","1712401549761249282"
"Drew 9","1712401479758315521"
"Drietabbetje","1712401145954631682"
"Drift River","1712401827193487363"
"Drifting G Ranch","1712401556161757185"
"Driftwood Ranch","1712402248762982401"
"Driggs Reed Meml","1712401632460341250"
"Drillmore Acres","1712401985687846914"
"Dripping Springs Farm","1712401515791581185"
"Drisko","1712401816485429249"
"Druette","1712401029600444418"
"Drumduff","1712401202527404034"
"Drumheller Municipal","1712402295479140353"
"Drummond","1712401632842022913"
"Drummond I","1712401633097875457"
"Drummondville","1712402295416225793"
"Dry Bay","1712402283651203073"
"Dry Branch Ranch","1712402032001351681"
"Dry Creek","1712401608712192001"
"Dry Creek Airpark","1712402068919615490"
"Dry Pen","1712402026670391298"
"Dry Pond","1712402106580271106"
"Dry Swamp","1712402011046608897"
"Dryden","1712401443523723266"
"Dryden Regional Airport","1712402295542054913"
"Drysdale River","1712401203559202817"
"Ds Butler Farm and Airfield","1712401999684239361"
"Dschang","1712401050349666306"
"DSS- Blaise Diagne International Airport","1712402584235999233"
"Du Rocher-Percé (Pabok)","1712402307323854850"
"Duanesburg","1712401633290813442"
"Dubai International Airport","1712402822468272130"
"Dubbo City Airport","1712402336092585986"
"Dubendorf","1712402805791719425"
"Dubey","1712401714744197121"
"Dublin Airport","1712402493194436610"
"Dublin Field","1712401633676689409"
"Dublin Municipal","1712401633743798273"
"Dubois Mun","1712401634326806530"
"Dubois Municipal","1712401634389721090"
"Dubois Regional Airport","1712401634452635649"
"Dubrovnik Airport","1712402411485200386"
"Dubuque Regional Airport","1712401634712682498"
"Duchesne Municipal","1712401634779791362"
"Duck Creek","1712401961692233729"
"Duckwater","1712401634905620482"
"Duclos RLA Restricted Landing Area","1712402079971606530"
"Ducote Airpark","1712402112863338497"
"Duda Airstrip","1712401463304060929"
"Duda Airstrip","1712401842284593153"
"Dudes Landing","1712402065752915970"
"Duene","1712401030833569793"
"Dueren","1712401028761583618"
"Duff","1712401550914682881"
"Duffys Tavern","1712402146296135681"
"Duflo","1712401979396390913"
"Dug Bar Usfs","1712401798290538497"
"Dugger Field","1712401701058183170"
"Dugger's Field","1712401436838002690"
"Duke International","1712401569881325570"
"Duke Ranch","1712401613531447298"
"Duke Strip 2","1712401633932541953"
"Duketon Gold","1712402336155500546"
"Dulkaninna","1712401202913280001"
"Duluth International Airport","1712401635098558466"
"Dumplin Field","1712401611237163010"
"Dunbar","1712401202460295170"
"Dunbar Field","1712402048371720193"
"Dunbar Ranch","1712402156274384897"
"Duncan","1712400998445154305"
"Duncan","1712401767806337026"
"Duncan Town","1712402355315081217"
"Dundee Airport","1712402825152626690"
"Dundigal","1712402470155124738"
"Dundo Airport","1712402321609654273"
"Dune Bird","1712401863562297345"
"Dunedin Airport","1712402541831585793"
"Dungan","1712401587602259969"
"Dunham Field","1712401603175710722"
"Dunham Private","1712402147592175617"
"Dunhuang Airport","1712402395425210369"
"Dunk Island Airport","1712401202850365441"
"Dunkerque les Moeres Airfield","1712401085556654081"
"Dunkeswell","1712402825278455809"
"Dunlea Airpark","1712401977450233857"
"Dunn","1712402032668246017"
"Dunn Field","1712401988527390722"
"Dunnellon Marion Co & Park of Commerce","1712401636184883202"
"Dunning Vineyards","1712401593700777986"
"Dunroamin Farms","1712401660532817922"
"Dunsfold","1712402825278455810"
"Dunsmuir Municipal-Mott","1712401636382015490"
"Dunton Ranch","1712401833929539587"
"Dupage","1712401555444531201"
"Duplin Co","1712401827776495617"
"Dupont-Lapeer","1712401856079659010"
"Dupuis","1712401498871758850"
"Duqm International Airport","1712402551956635649"
"Durand Municipal","1712401636579147777"
"Durango-La Plata County Airport","1712401636960829441"
"Durant Rgnl - Eaker Field","1712401637027938306"
"Durbin","1712402179842179073"
"Durflinger","1712402015912001538"
"Durham","1712402106001457153"
"Durham Downs","1712401203622117378"
"Durham Tees Valley Airport","1712402825341370370"
"Durin RLA","1712402172908994562"
"Durrie","1712401203685031937"
"Dury Estates","1712401795044147202"
"Dusenbury Field","1712402233713819650"
"Dushanbe International Airport","1712402807553327105"
"Dusseldorf Airport","1712402452190920706"
"Dusty Airpatch","1712401609039347714"
"Dusty Wings Field","1712402252449775618"
"Dutch Gap Airstrip","1712401503808454658"
"Dutch Harbor Airport","1712402214487130113"
"Dutch John","1712401637535449089"
"Dutch Landing Strip","1712402170698596354"
"Dutse","1712402546353045505"
"Dutton","1712401637598363650"
"Duval County Ranch Co","1712401701473419265"
"Duval-Freer","1712401701536333825"
"Duxford","1712402824301182977"
"Dwangwa","1712401057781972994"
"Dwight","1712401637665472513"
"Dwight Field","1712401551300558850"
"Dwight's Delight","1712401637346705409"
"Dye Seed Ranch Inc.","1712402057334947842"
"Dyer","1712401638055542786"
"Dyer","1712401999814262786"
"Dyer's Landing","1712401704778530817"
"Dyersburg Regl","1712401638244286466"
"Dyersville Area","1712401638307201025"
