"airport_name","airport_id"
"Hickory Regl","1712401773388955649"
"Hickory Ridge","1712402261371060226"
"Hickory Tree Farm","1712401934253096961"
"Hicks","1712402057922150401"
"Hicks Airfield","1712401694594760705"
"Hidden Acres Farm","1712401501799383042"
"Hidden Hills","1712401794524053505"
"Hidden Hills Ranch","1712402024313192450"
"Hidden Lake","1712401982751834113"
"Hidden Lakes","1712401537270611970"
"Hidden Quarry","1712401887641796609"
"Hidden River","1712401645949222913"
"Hidden River","1712402120824127489"
"Hidden Springs Airpark","1712402018692825090"
"Hidden Springs Ranch","1712402180555210754"
"Hidden Valley","1712401905832493058"
"Hidden Valley","1712402219360911362"
"Hidden Valley Airpark","1712402133516091393"
"Hidden Valley Ranch","1712402217737715713"
"Hide-A-Way Hills Resort","1712401499391852545"
"Hideaway","1712402069049638913"
"Hidroeletrica","1712402371576397826"
"Hidroport","1712401173901279233"
"Hiebert Airfield","1712401722591739905"
"Higgins","1712402088821587970"
"Higgins/Lipscomb County","1712401774097793026"
"Higginsville Indl Mun","1712401774164901890"
"High Acres","1712402121398747138"
"High Desert Ranch","1712401592102748162"
"High Grove","1712402067111870466"
"High Hopes","1712402278534152194"
"High Level Airport","1712402299593752578"
"High Lonesome","1712401679696592898"
"High Lonesome","1712402099831635969"
"High Man Tower Airstrip","1712402092168642561"
"High Meadow Farms","1712401785263030273"
"High Meadow Ranch","1712401634842705922"
"High Mesa","1712402104495702017"
"High Mesa Airpark","1712402150075203585"
"High Point","1712402163677331457"
"High Point","1712402219423825922"
"High Point Farm","1712401696847101954"
"High Prairie","1712402299660861441"
"High Ridge Association","1712402023012958210"
"High River","1712402299727970306"
"High Valley","1712401993292120066"
"High Valley Airpark","1712402179259170818"
"High Valley Swanson","1712401537333526529"
"High View Farm","1712401472342786050"
"High Vista","1712401989752127490"
"Highcrest Air Park","1712401855496650753"
"Highland","1712401639670349825"
"Highland Co","1712401775783903233"
"HIghland View Field","1712402127656648706"
"Highland-Winet","1712401774492057602"
"Highlander","1712401999357083649"
"Highline Farm Airstrip","1712401495231102978"
"Highmore Municipal","1712401774684995585"
"Higley Field","1712401746042093570"
"Higuerote","1712402834581422081"
"Hihifo Airport","1712402839958519809"
"Hikueru Airport","1712402448101474305"
"Hilakos","1712401964812795906"
"Hilbert","1712401904926523393"
"Hilbert's Funny Farm","1712402214684262402"
"Hilde-Griff Field","1712401714681282561"
"Hildebrandt","1712401474687401985"
"Hildesheim","1712402454476816385"
"Hildreth Air Park","1712402141573349378"
"Hill","1712401944436867073"
"Hill","1712402025231745026"
"Hill City Mun","1712401774949236737"
"Hill City-Quadna Mountain","1712401775012151298"
"Hill Top","1712402256098820097"
"Hill Top Private","1712401859737092097"
"Hillbillies","1712401474951643138"
"Hillcrest","1712401723569012738"
"Hillcrest","1712401826484649985"
"Hillcrest Farms","1712401655344463874"
"Hille-Kimp Airstrip","1712400979239436290"
"Hilliard Airpark","1712401775209283585"
"Hilling International","1712401792376569857"
"Hillman","1712401775276392449"
"Hillman","1712402093523402753"
"Hillsboro Mun","1712401775846817793"
"Hillsboro Municipal","1712401775909732353"
"Hillsdale Mun","1712401776496934914"
"Hillside","1712402173819158529"
"Hilltop","1712401524628979713"
"Hilltop","1712401560402198529"
"Hilltop","1712401632393232385"
"Hilltop","1712401721438306306"
"Hilltop","1712401811590676481"
"Hilltop","1712402004360888322"
"Hilltop","1712402141762093058"
"Hilltop","1712402155762679809"
"Hilltop Lakes","1712401776765370369"
"Hilltop Ranch","1712401979266367489"
"Hillview","1712401441443348482"
"Hillview Airstrip","1712401641801056258"
"Hilo International Airport","1712401777021222913"
"Hilongos","1712401126308511745"
"Hilton Head Airport","1712401777147052033"
"Hilvety","1712401967136440322"
"Hinaman Acres","1712401814111453186"
"Hinckley","1712401777407098881"
"Hindan","1712401180272427009"
"Hinde","1712401794654076930"
"Hindman","1712402154609246210"
"Hines Farm","1712401960979202050"
"Hines Field","1712402039588847617"
"Hinkes","1712401921259143170"
"Hinkle","1712401540181458946"
"Hinsdale","1712401777985912834"
"Hinshaw (Greenacres)","1712401869253967874"
"Hinton Field","1712402068286275586"
"Hinton Municipal","1712401778250153986"
"Hinton-Alderson","1712402036363427842"
"Hinton/Jasper-Hinton","1712402300696854530"
"Hintzman","1712401984458915842"
"Hirakud Airstrip","1712402470679412737"
"Hiram Cure","1712402181909970945"
"Hirok","1712401938199937025"
"Hiroshima Airport","1712402501335580674"
"Hiroshimanshi","1712401123481550849"
"Hisar","1712402470742327297"
"Hiserts Airpark Inc","1712401662290231298"
"Hisle Field","1712402272746012673"
"Hite","1712401752568430593"
"Hite Private","1712401680208297986"
"Hitex Private","1712402064389767170"
"Hjaltabakki","1712400996549328898"
"Hluhluwe","1712401044632829953"
"Ho Airport","1712401021178281985"
"Hobart International Airport","1712402338911158273"
"Hobart Rgnl","1712401778766053378"
"Hobart Sky Ranch","1712401778766053379"
"Hobbes Field","1712401607420346369"
"Hobby Field","1712401601753841666"
"Hobby Hill STOLport","1712402250453286914"
"Hoblit Farms","1712401439111315457"
"Hock","1712401606136889345"
"Hodeidah Intl","1712402840088543234"
"Hodges","1712401816615452674"
"Hodges Air Field","1712401825893253123"
"Hodges Airpark","1712402122497654785"
"Hodges Farm","1712402146233221122"
"Hodges Field","1712401420564103169"
"Hodgson Downs Airport","1712401206004482050"
"Hoedspruit","1712402589382410242"
"Hoefen","1712401095262273538"
"Hoelting","1712401453959151617"
"Hoerner","1712401581679902721"
"Hoerners Corners","1712401626575732738"
"Hoerr Rla","1712402037512667137"
"Hoes Ranch","1712401443653746690"
"Hoexter Holzminden","1712401029537529858"
"Hof Plauen","1712402454543925250"
"Hofer Private","1712401628572221442"
"Hoffman Private","1712402120366948354"
"Hoffman's Black Mountain Aerodrome","1712401551044706306"
"Hofkirchen","1712401095455211521"
"Hog River","1712401779353255938"
"Hogan","1712401664219611138"
"Hogan's Corner","1712402002477645825"
"Hoge Farm","1712402198607495170"
"Hogeland","1712401779416170497"
"Hogg Field","1712401828552441857"
"Hogjowl","1712401859930030082"
"Hogue","1712402155125145602"
"Hogue Farm","1712402265808633859"
"Hohenfels Airbase","1712401042514706434"
"Hohhot Baita International Airport","1712402396457009154"
"Hoiland Field","1712401446094831617"
"Hokitika Airport","1712402542402011138"
"Hola","1712401073032462338"
"Holbrook Municipal","1712401779604914178"
"Holdenville Municipal","1712401779739131906"
"Holder Field","1712401589011546114"
"Holeman Field","1712402102562127874"
"Holenthawall","1712402159013265409"
"Holešov","1712401093244813314"
"Holict ""Private""","1712402088100167682"
"Holiday Ranch","1712401428801716226"
"Holland Air Park","1712401781685288961"
"Holland Field","1712401922173501441"
"Holland Landing Airpark","1712401003163746306"
"Hollandale Municipal","1712401780322140161"
"Hollands International Field","1712401986585427970"
"Holley Mountain Airpark","1712401572343382017"
"Hollis Municipal","1712401780456357889"
"Hollister Field","1712402271185731585"
"Hollister Mun","1712401780649295874"
"Hollow Top","1712401531289534466"
"Holloway","1712401553565483010"
"Holloway Field","1712401983804604418"
"Holly","1712401780909342721"
"Holly Grove Municipal","1712401780976451585"
"Holly Hill","1712401781039366146"
"Holly Lake Ranch","1712401761917534210"
"Holly Point","1712401915496169474"
"Holly Ridge/Topsail Island","1712401781236498433"
"Holly Springs","1712402086942539778"
"Holly Springs Farm","1712401972337377282"
"Holly Springs-Marshall County","1712401781366521858"
"Hólmavík","1712400997270749186"
"Holmes County","1712401939437256705"
"Holmes Southeast","1712402032928292865"
"Holt","1712400997333663746"
"Holt Airpark","1712401999550021633"
"Holt Farms","1712401996454625281"
"Holt Field","1712401778698944513"
"Holtenau","1712402454992715778"
"Holy Cross Airport","1712401782079553537"
"Holyoak","1712401928104247297"
"Holyoke Mun","1712401782142468098"
"Holzfaster's","1712402033444192258"
"Homa Bay","1712401072965353474"
"Homalin Airport","1712402535447855105"
"Homan","1712402168286871554"
"Homan Field","1712401711397142529"
"Homan Field","1712402128235462658"
"Home Acres Sky Ranch","1712401847460364290"
"Home Field","1712401894998605826"
"Homedale Municipal","1712401782268297217"
"Homeport","1712401552084893698"
"Homer Airport","1712401782603841537"
"Homer Municipal","1712401782666756097"
"Homerville","1712401782989717505"
"Homestead","1712401581549879298"
"Homestead Airbase","1712401079458136065"
"Homestead General Aviation","1712401783123935233"
"Homey","1712401081915998210"
"Hominy Municipal","1712401783509811201"
"Hon","1712402515080314882"
"Hondarosa","1712401548205162498"
"Honey Acres","1712401572934778881"
"Honeybee Lake Aero Park","1712402269499621378"
"Hong Kong International Airport","1712402465306509313"
"Hongping Airport","1712402396519923714"
"Hongqipo Airport","1712402393692962817"
"Honiara International Airport","1712402587025211394"
"Honn Farm","1712401468903456770"
"Honokaa Airstrip","1712401784159928322"
"Honolulu International Airport","1712401784227037185"
"Hood Field","1712401631151718403"
"Hoogeveen Airport","1712402540330024962"
"Hook Field","1712401754124517377"
"Hooker Co","1712401079911120897"
"Hooker County","1712401968298262529"
"Hooker Creek","1712401206197420033"
"Hooker Municipal","1712401784419975170"
"Hooks Strip","1712401515854495745"
"Hoonah Airport","1712401784680022017"
"Hoopa","1712401784742936578"
"Hooper Bay Airport","1712401784872960001"
"Hooper Skylark Field","1712401922563571713"
"Hooterville","1712401572410490881"
"Hop Brook Farm","1712401781618180097"
"Hop House Airpark","1712401692933816322"
"Hop-Along","1712401571114450945"
"Hope","1712401010331811842"
"Hope","1712401785330139138"
"Hope Field","1712401919438815234"
"Hope Municipal","1712401785397248002"
"Hopedale Airport","1712401010717687810"
"Hopedale Industrial Park","1712401785464356865"
"Hopetoun","1712402338974072834"
"Hopewell Airpark","1712401527426580482"
"Hopf Field","1712401877537718273"
"Hopkins Field","1712401997612253186"
"Hopkinsville-Christian County","1712401785787318273"
"Hoppe Sky Ranch","1712401900052742145"
"Hoppstaedten Weiersbach","1712401028698669057"
"Hoppy's","1712401468966371330"
"Horak","1712401649887674370"
"Horan","1712402050779250689"
"Horizon","1712402113320517633"
"Horizon Field","1712401644208586754"
"Horizontina","1712401157803540482"
"Horn","1712402169008291842"
"Horn Island Airport","1712402349476610050"
"Hornady Ranch","1712401430735290369"
"Hornafjordur","1712402466661269505"
"Hornell Mun","1712401785917341698"
"Hornepayne Mun","1712402299790884866"
"Horner Farms","1712402215401488385"
"Horner Field","1712401734830718978"
"Hornersville Memorial","1712401785984450561"
"Horning","1712401708008144897"
"Horning Farms Airstrip","1712401909338931201"
"Horovice","1712402414437990401"
"Horse Feathers","1712401935544942593"
"Horse Fly","1712401680082468866"
"Horsefeathers Ranch","1712401804577800193"
"Horseshoe Acres Airpark","1712401801004253186"
"Horseshoe Bay Resort","1712401443720855553"
"Horseshoe Bend","1712401786181582849"
"Horseshoe Bend","1712402248830091265"
"Horseshoe Lake","1712402118487900162"
"Horseshoe Landings","1712401825960361985"
"Horsfeld","1712401786382909442"
"Horsham","1712402339036987394"
"Horst","1712401861230264323"
"Horta Airport","1712402569807593473"
"Horton Municipal","1712401786512932866"
"Hosea Kutako International Airport","1712402538782326786"
"Hosin","1712401093307727874"
"Hoskins Field","1712401521172873218"
"Hoskins Field","1712402008173510658"
"Hoskins Landing","1712402133847441410"
"Hospital Alvorada Heliport","1712401161930735618"
"Hostetler","1712401792313655298"
"Hostetler's Airfield","1712401735929626626"
"Hot Springs","1712401787301462018"
"Hot Springs","1712402104109826050"
"Hot Springs Co Mun","1712401081395904514"
"Hot Springs County","1712402195310772225"
"Hot Springs Mun","1712401787368570882"
"Hotel Transamerica","1712402382649360385"
"Houari Boumediene Airport","1712402318552006658"
"Houeisay Airport","1712402512731504642"
"Hought Airstrip","1712402268711092226"
"Houghton County Memorial Airport","1712401752174166018"
"Houghton Lake State","1712401787959967746"
"Houlton Intl","1712401788022882306"
"Houma-Terrebonne","1712401788152905729"
"Hounde","1712401020649799681"
"House Movers Field","1712401455309717506"
"Houssen","1712402435086548993"
"Houston","1712402300118040578"
"Houston Airpark","1712401788740108290"
"Houston Co","1712401521822990337"
"Houston Co","1712401602403958786"
"Houston County","1712401922043478017"
"Houston Executive","1712401788803022849"
"Houston Memorial","1712401789063069698"
"Houston Municipal","1712401789130178562"
"Houston-Southwest","1712401789193093122"
"Hovden Airport","1712402550325051393"
"Hoven Municipal","1712401789847404546"
"Hoverhawk Ranch","1712402252646907905"
"Hoversland","1712402099118604290"
"Howard","1712401726886707201"
"Howard /Private/","1712401802950410241"
"Howard Airfield","1712402165015314435"
"Howard County","1712401973885075457"
"Howard Field","1712401471365513217"
"Howard Field","1712402085134794753"
"Howard Municipal","1712401789977427969"
"Howard Nixon Memorial","1712401553053777922"
"Howard's","1712401562922975234"
"Howards","1712401994906927105"
"Howe","1712401790040342529"
"Howell","1712401881102876674"
"Howell 1","1712401806851112962"
"Hoxie-Sheridan County","1712401790568824834"
"Hoy Airstrip","1712401469230612481"
"Hoybuktmoen Airport","1712402549486190593"
"Hoyt","1712401920869072897"
"Hoytsville","1712401574918684673"
"Hpa An","1712402535514963970"
"Hpapun","1712401185448198146"
"Hradec Kralove","1712402414500904961"
"Hrupsa","1712401679629484033"
"Hsh Airstrip","1712401889860583425"
"Hua Hin Airport","1712402810875215874"
"Huacaraje","1712401144662786049"
"Huahine Fare Airport","1712402446029488130"
"Huai'an Lianshui Airport","1712402396654141442"
"Huaihua Zhijiang Airport","1712402396721250305"
"Hualapai","1712402034035589121"
"Hualien Airport","1712402806441836546"
"Huamachuco","1712401155991601153"
"Huancara","1712402393181257729"
"Huangping Airport","1712400985379897346"
"Huanuco Airport","1712402559305056257"
"Huatugou Airport","1712400981563080705"
"Huayuan Airport","1712400986600439810"
"Hub Field","1712401814686072833"
"Hubbard","1712401712236003330"
"Huber","1712401605109284865"
"Huber Airpark Civic Club Llc","1712402128810082306"
"Huber Field","1712402141825007618"
"Hubler Field","1712401521298702338"
"Hubli Airport","1712402470872350721"
"Hudgin Air","1712401866213097474"
"Hudiksvall","1712402797608632321"
"Hudson","1712401443783770114"
"Hudson Bay","1712402300180955137"
"Hudson River Landing","1712401532585574402"
"Hudson Valley Regl","1712402064712728577"
"Hudsons Hope","1712402300248064002"
"Huehuetenango","1712401100874252290"
"Huerfano Agricultural","1712402070295347201"
"Huey","1712401501988126721"
"Huff","1712401489023533058"
"Huff Memorial","1712401978742079489"
"Huffman Farm","1712401430416523265"
"Huffy's","1712402155250974722"
"Huggins Memorial","1712402198540386306"
"Hugh Van Voorst","1712402215531511810"
"Hughenden Airport","1712402339104096257"
"Hughes","1712401791416074241"
"Hughes","1712401949700718594"
"Hughes Ranch","1712402072988090369"
"Hugoton Mun","1712401791671926785"
"Huizhou Pingtan Airport","1712402396847079427"
"Hulett Landing Strip","1712402256618913794"
"Hulett Municipal","1712401791734841346"
"Hull","1712402031292514306"
"Hultsfred-Vimmerby","1712402792302837762"
"Humaita","1712401164774473729"
"Humann Private Airstrip","1712401764249567234"
"Humberside Airport","1712402826301865985"
"Humbert","1712401687288283138"
"Humbert River Airport","1712401205941567489"
"Humberto Delgado Airport","1712402568964538370"
"Humboldt","1712401002454908929"
"Humboldt Municipal","1712401791927779330"
"Humboldt Municipal","1712401791990693889"
"Humera Airport","1712402426064601090"
"Humm","1712401640496627714"
"Hummel","1712401715323011074"
"Hummel Field","1712402112410353666"
"Hummingbirds Landing","1712401429770600449"
"Humphreys County","1712402246934265858"
"Hungriger Wolf","1712402454799777793"
"Hungry Ridge Ranch","1712401731429138434"
"Hunninghake Aerial","1712401446287769601"
"Hunt","1712401900837076994"
"Hunt","1712402062292615170"
"Hunt Farms","1712401929131851778"
"Hunt Field","1712401639020232705"
"Hunt Field","1712401854460657666"
"Hunt Strip","1712402241276149761"
"Hunt's Sky Ranch","1712401818439974914"
"Hunter Creek","1712402023075872770"
"Hunter STOLport","1712401580765544449"
"Hunter's Creek","1712401833145204738"
"Huntingburg","1712401792120717313"
"Huntingdon","1712401792443678721"
"Huntington Mun","1712401792645005314"
"Huntington Municipal","1712401792712114178"
"Huntsville Executive Tom Sharp","1712401793299316737"
"Huntsville International Airport","1712401793429340162"
"Huntsville Mun","1712401793492254721"
"Huntsville Municipal","1712401793555169281"
"Huolinhe Airport","1712400979759529986"
"Hurghada International Airport","1712402423195697153"
"Hurlbut Field","1712401528844255234"
"Hurn","1712401169501454338"
"Huron County Memorial","1712401445771870210"
"Huron Regl","1712401794716991490"
"Hurricane Municipal/General Dick Stout Field","1712401794977038338"
"Hurst STOLport","1712401986711257090"
"Husavik","1712402466724184066"
"Husband Field","1712401610264084481"
"Husein Sastranegara International Airport","1712402478044610561"
"Huskey","1712401804774932481"
"Husky Ranch","1712401478915260417"
"Hustons","1712401979652243458"
"Hutchinson","1712401777667145729"
"Hutchinson County","1712401490059526146"
"Hutchinson Mun","1712401795492937730"
"Hutchinson Mun Butler","1712401795430023169"
"Hutfly Fcy","1712401688852758529"
"Hutson Airfield","1712401760164315138"
"Hutson Field","1712401728249856002"
"Hutson Ranch","1712401838723629058"
"Huttunen Strip","1712402241339064321"
"Hwange (Town)","1712401057584840705"
"Hwange National Park","1712402841791430657"
"Hyampom","1712401795690070018"
"Hybarc Farm","1712401554274320385"
"Hyde County","1712401660721561602"
"Hyderabad","1712402553256869891"
"Hyderabad Intl","1712402470939459586"
"Hye","1712401796730257411"
"Hyeres Airport","1712402443714232321"
"Hysham","1712401796856086529"
"Hyvinkaa","1712402427373223937"
"I & C Field","1712401606912835585"
"I H Bass Jr Memorial","1712401888749092866"
"I-L Ranch","1712402211114909698"
"Ian Fleming Intl","1712402499863379970"
"Iasi International Airport","1712402572001214465"
"Iba","1712401125985550338"
"Ibadan Airport","1712402546797641730"
"Ibaraki Airport","1712402505282420737"
"Iberia","1712402559372165122"
"Iberlin Ranch Nr 1","1712402122304716802"
"Iberlin Ranch Nr 2","1712401936459300866"
"Iberlin Strip","1712402183319257090"
"Ibitinga","1712401133107478530"
"Ibiza Airport","1712402600916746242"
"Ibotirama","1712401150048272386"
"Icabarú","1712401162446635009"
"Ickes","1712402015274467329"
"Iconi","1712401051515682818"
"Icy Bay","1712401797044830210"
"Icy Cape Afs","1712401797111939074"
"Ida Grove Mun","1712401797246156802"
"Idaho City US Forest Service","1712401797636227073"
"Idaho County","1712401731366223874"
"Idaho Falls Regional Airport","1712401797703335938"
"Idiofa","1712401060839620609"
"Idlas","1712401713653678082"
"Idlers Field","1712401837297565698"
"Idlewild","1712401198114996226"
"Idre","1712402801140236290"
"Iejima","1712402505873817601"
"Iffley","1712401206327443457"
"Ifrane","1712402532855775233"
"Ifuru Airport","1712402521224970242"
"Igarka Airport","1712400975431008258"
"Igiugig Airport","1712401797963382785"
"Igloolik Airport","1712401010008850433"
"Ignace Mun","1712402300310978562"
"Ignacio Agramonte International Airport","1712402412378587138"
"Ignacio Pesqueira Garcia Airport","1712402526354604033"
"Ignatyevo Airport","1712402573217562626"
"Igor I. Sikorsky Memorial Airport","1712401501283483650"
"Igrim Airport","1712401175662886913"
"Iguatu","1712402370863366146"
"Ihosy","1712401053306650625"
"Ihtiman","1712402383760850946"
"Iisalmi","1712401031554990082"
"Ijamsville","1712401698973614082"
"Ijui","1712401157866455041"
"Ikela","1712401061993054209"
"Iki Airport","1712402501461409793"
"Ilaam Airport","1712402488513593345"
"Île Art – Waala Airport","1712401112291147777"
"Ile D Yeu","1712402442099425282"
"Île-aux-Grues","1712401005491585025"
"Ilebo","1712401065570795522"
"Iles De La Madeleine Airport","1712402300378087426"
"Ilford","1712401015432085505"
"Ilhéus Jorge Amado Airport","1712402370930475010"
"Iliamna Airport","1712401797963382786"
"Iligan","1712402563465805825"
"Illaga","1712401185708244993"
"Illesheim Ahp","1712401042577620993"
"Illinois Valley","1712401540244373506"
"Illinois Valley Parachute Club","1712401943262461953"
"Illinois Valley Regl Duncan","1712402040037638146"
"Illizi Airport","1712402319726411777"
"Iloilo International Airport","1712402563528720386"
"Ilopango Intl","1712402424114249729"
"Ilorin Airport","1712402546730532865"
"Ilulissat Airport","1712400995903406081"
"Imbaimadai","1712401168536764418"
"Immokalee Regl","1712401798227623937"
"Immola","1712402427440332802"
"Imperatriz Airport","1712402370993389569"
"Imperial County Airport","1712401798617694210"
"Imperial Mun","1712401798751911937"
"Impfondo","1712402408419164162"
"Imphal Airport","1712402471069483010"
"Imsik","1712402814629117954"
"In Amenas Airport","1712402321035034626"
"In Guezzam","1712402319726411778"
"In Salah Airport","1712402319856435201"
"In The Trenches","1712401881560055810"
"Inagua Airport","1712402354925010945"
"Inanwatan","1712401191278280706"
"Inapari","1712402559497994242"
"Incheon International Airport","1712402511829729282"
"Indaselassie Airport","1712401071216328705"
"Inde Motorsports Ranch","1712402266190315521"
"Independence","1712401799007764482"
"Independence","1712401799074873346"
"Independence Creek","1712401799456555010"
"Independence Mun","1712401799204896769"
"Independence State","1712401799267811330"
"Indian Creek US Forest Service","1712401799456555011"
"Indian Falls Ranch","1712401877604827138"
"Indian Hammock","1712401690144604161"
"Indian Hill Farm","1712401980944089089"
"Indian Hills Airpark","1712402111823151105"
"Indian Hills Flying Field","1712401839554101251"
"Indian Mountain LRRS","1712401120834945026"
"Indian River Aerodrome","1712402224159195137"
"Indian Springs","1712401835032641538"
"Indian Springs Ranch","1712401699619536898"
"Indiana Co Stewart","1712401799972454401"
"Indianapolis Executive","1712401800106672129"
"Indianapolis International Airport","1712401800173780994"
"Indianapolis Metro","1712401800240889858"
"Indianhead Ranch","1712401620720484354"
"Indianola Mun","1712401800555462657"
"Indiantown","1712401801004253187"
"Indio-Faith","1712401533999054850"
"Indira Gandhi International Airport","1712402469886689281"
"Inductotherm","1712402076737798145"
"Indulkana","1712401206260334594"
"Industrial Airpark","1712401778963185665"
"Industrial Helicopters Inc","1712402125102317570"
"Industry Air Park","1712401450062643202"
"Indy South Greenwood","1712401800362524674"
"Ing Juan Guillermo Villasana","1712402528040714241"
"Inga","1712401059870736385"
"Ingalls Field","1712401787435679746"
"Ingalls Field","1712401933858832385"
"Ingalls Municipal","1712401801197191170"
"Ingebretson Airspray","1712401918985830401"
"Ingels Aerodrome","1712401616832364546"
"Ingeniero Aeronautico Ambrosio L.V. Taravella International Airport","1712402324143013890"
"Ingersoll","1712401528907169794"
"Ingham","1712402339167010818"
"Ingjaldssanður","1712400997467881473"
"Ingle","1712401540504420353"
"Ingleside","1712401882474414081"
"Ingram Private","1712402071704633345"
"Inhaca","1712401055634489346"
"Inhambane Airport","1712402534093094913"
"Inigok","1712401617155325953"
"Inisheer","1712401037099859969"
"Inishmaan","1712401037364101122"
"Inishmore","1712401037036945410"
"Injune","1712401206524575745"
"Inkerman","1712401206390358017"
"Inkster","1712401801457238017"
"Inmon Field","1712401645110362114"
"Innamincka","1712401206591684609"
"Innisfail","1712402300441001985"
"Innsbruck Airport","1712402351687008258"
"Inongo","1712401060130783234"
"Inshallah International","1712402131095977986"
"Inspiration","1712401468504997889"
"Inta Airport","1712401177084755969"
"Inter County","1712401804837847041"
"Inter-State","1712402052918345729"
"Interlaken Air Base","1712401096965160962"
"International Peace Garden","1712401636314906625"
"Internationaler Akureyri Airport","1712402466392834050"
"Intervale","1712401769807020033"
"Into The Wind","1712402133121826818"
"Inukjuak Airport","1712401013037137922"
"Inuvik (Mike Zubko) Airport","1712402300503916545"
"Invercargill Airport","1712402542464925697"
"Inverell Airport","1712402339297034242"
"Invermere","1712402300566831106"
"Inverness","1712401802166075394"
"Inverness Airport","1712402826364780545"
"Inverway","1712401206654599169"
"Inyokern","1712401802497425409"
"Ioannis Kapodistrias Airport","1712402460826992642"
"Ione Municipal","1712401802950410242"
"Ionia County","1712401803013324801"
"Iosco County","1712401642644111361"
"Iowa City Mun","1712401803529224194"
"Iowa County","1712401942608150530"
"Iowa Falls Mun","1712401803726356481"
"Ipiau","1712401150111186946"
"Ipil","1712401125209604098"
"Ipiranga","1712402379801427970"
"Ipoh Airport","1712402519031349250"
"Iporanga - Guarujá Heliport","1712401133300416515"
"Ipota Airport","1712401112026906625"
"Ipy Ranch","1712401791797755905"
"Iqaluit Airport","1712402300629745665"
"Ira's Airstrip","1712401736386805762"
"Iraan Municipal","1712401803923488770"
"Iranshahr Airport","1712402488580702210"
"Irece","1712402371123412993"
"Ireland West Airport Knock","1712402493060218882"
"Iringa Airport","1712402807943397378"
"Irish Creek Airfield","1712401795560046593"
"Irish Hills Farms","1712401474431549441"
"Irkutsk International Airport","1712402574391967745"
"Iron Bridge Mine","1712402341830393858"
"Iron County","1712401605176393730"
"Iron Crown","1712402143834079233"
"Iron Mountain Pumping Plant","1712401625527156738"
"Iron Mountain Ranch","1712401903752118273"
"Ironhead","1712402118550814721"
"Iroquois Falls","1712401003755143170"
"Isaac Moura Rocha","1712402370276163586"
"Isaacson","1712401925692522497"
"Isabel Municipal","1712401804837847042"
"Isafjordur Airport","1712402466787098626"
"Isbell Field","1712401692292087809"
"Isbell Ranch","1712401614051540993"
"Isedor Iverson","1712401921653407745"
"Isfahan International Airport","1712402488710725634"
"Ishasha","1712401062966132737"
"Ishigaki Airport","1712402505873817602"
"Ishurdi","1712402356099416065"
"Isiolo","1712402509006962690"
"Isisford","1712402339364143106"
"Iskandar Airport","1712402483304267778"
"Isla Isabela","1712402419953500161"
"Isla Mujeres","1712402526417518593"
"Islamabad Benazir Bhutto International","1712402553319784449"
"Islamabad International Airport","1712402553382699009"
"Island","1712401553179607041"
"Island Lake/Garden Hill Airport","1712401011166478338"
"Island View","1712401599291785218"
"Isle of Man Airport","1712402826553524225"
"Isle Private","1712401805290831873"
"Isle-A-Port STOLport","1712401927256997889"
"Islesboro","1712401805487964162"
"Isley Field","1712401541141954562"
"Islita","1712401105693507585"
"Isparta Airport","1712402815983878145"
"Issyk-Kul Airport","1712402512668590081"
"Istanbul Airport","1712402816046792705"
"Istra","1712401043601031170"
"Itaberaba","1712402371194716162"
"Itacoatiara","1712402371253436417"
"Itaipu Intl","1712402557753163777"
"Itaituba","1712402371387654146"
"Itanhaem","1712401133237501953"
"Itaperuna","1712401136521641986"
"Itapetinga","1712402371387654147"
"Itaporanga","1712401139294076930"
"Itaqui","1712401158055198722"
"Itbayat Community","1712401124953751553"
"Ithaca Tompkins Regional Airport","1712401805739622402"
"Itll Do Airfield","1712402116550131714"
"Ituacu","1712401154825584642"
"Iturama","1712401154951413761"
"Iturup Airport","1712400975498117121"
"Ituverava","1712402371643506690"
"Iuka","1712401805936754690"
"Iva Field","1712401805999669249"
"Ivalo Airport","1712402427570356226"
"Ivanhoe Airport","1712402339364143107"
"Ivano-Frankivsk International Airport","1712402819666477058"
"Ivanovo Airport","1712402574454882305"
"Ivato International Airport","1712402516695121922"
"Iverson","1712401079583965186"
"Ives","1712402251795464194"
"Ivujivik Airport","1712401010906431489"
"Ivy Bend","1712402176289603586"
"Iwakuni Kintaikyo Airport","1712402501461409794"
"Iwami Airport","1712402501524324353"
"Iwan Airfield","1712401421713342465"
"Ixtapa Zihuatanejo International Airport","1712402530129477635"
"Ixtepec Airport","1712400974982217729"
"Izhevsk Airport","1712402574521991169"
"Izki","1712401116816801795"
"Izmail","1712402819666477059"
"Izumo Airport","1712402501591433217"
"J & H","1712402265544392705"
"J & L Aviation","1712402089593339906"
"J & M Farms","1712402265934462977"
"J & S","1712401469356441601"
"J & S Field","1712401613061685250"
"J & W Windy Hill","1712402220594036738"
"J A Knolle","1712402116617240577"
"J C's","1712401588634058753"
"J Douglas Bake Meml","1712402003190677506"
"J F Ranch","1712401562662928385"
"J F T","1712401936719347713"
"J J and T","1712401640882503682"
"J K D Farms","1712401655474487297"
"J Linn","1712401739184406529"
"J Maddock","1712401477032017921"
"J P Reilly","1712401703683817474"
"J P's Field","1712402288529178625"
"J R Ranch","1712401502378196994"
"J Ranch","1712401552919560194"
"J Rock","1712401689431572482"
"J T Willie","1712402281948315649"
