"airport_name","icao_code"
"Sheets","FA42"
"Sheffels Ranch","42WA"
"Sheffield-Smith Airstrip","OK83"
"Sheghnan","OASN"
"Shelburne","VT8"
"Shelburne Farms","VT22"
"Shelburnes","35NE"
"Shelby","KSBX"
"Shelby Air Service","93MS"
"Shelby Community","12G"
"Shelby County","2H0"
"Shelby County","6K2"
"Shelby County","KEET"
"Shelby Strip","AA25"
"Shelby-Cleveland County Rgnl","KEHO"
"Shelbyville Mun","KGEZ"
"Sheldon Mun","KSHL"
"Sheldon Point Airport","SXP"
"Shell Creek Airpark","F13"
"Shell Lake Mun","KSSQ"
"Shellharbour Airport","YWOL"
"Shelter Cove","0Q5"
"Shenandoah Flying Field","3II1"
"Shenandoah Mun","KSDA"
"Shenandoah Valley Farms","0MS9"
"Shenandoah Valley Regional Airport","KSHD"
"Shenyang Taoxian International Airport","ZYTX"
"Shenzhen Bao'an International Airport","ZGSZ"
"Shepard","NK04"
"Shepard Strip","07ID"
"Shepherd Ranch","0CA4"
"Sheppard Air Force Base","KSPS"
"Shepparton","YSHT"
"Sher Wood","KPWD"
"Sherbrooke","CYSC"
"Sherburn In Elmet","EGCJ"
"Sheremetyevo Airport","UUEE"
"Sheridan","5I4"
"Sheridan County","KSHR"
"Sheridan Field","OK99"
"Sheridan's Strip","44LS"
"Sheridan-Grant County Regional","9M8"
"Sherk Field","II38"
"Sherlock Field","1MO8"
"Sherman (Frog Pond)","14XA"
"Sherman Airbase","KFLV"
"Sherman Mun","KSWI"
"Sherman-Private","MA63"
"Sherwin Field Nr 1","WY09"
"Sherwood Farm","7NY6"
"Shield Farm","5PA6"
"Shields","AL55"
"Shiflet Field","9A9"
"Shigatse Peace Airport","ZURK"
"Shijiazhuang Zhengding International Airport","ZBSJ"
"Shillong Airport","VEBI"
"Shiloh","0TX5"
"Shiloh","7AR8"
"Shiloh Airpark","23MO"
"Shiloh Plantation","SC69"
"Shimla Airport","VISM"
"Shimojishima Airport","RORS"
"Shinyanga","HTSY"
"Shiocton","W34"
"Shipdham","EGSA"
"Shipman Ranch","5CO1"
"Shiprock Airstrip","5V5"
"Shiraz International Airport","OISS"
"Shirdi Airport","VASD"
"Shirley Lake","AK90"
"Shirley Williams","44TE"
"Shishmaref Airport","PASH"
"Shively Field","KSAA"
"Shiyan Wudangshan Airport","ZHSY"
"Shizuoka Airport","RJNS"
"Shoal Lake","CKL5"
"Shobdon","EGBS"
"Shockly Field","2MS3"
"Shoemaker-Shelby Forest","2TN4"
"Shoestring Aviation Airfield","0P2"
"Shofner Farms","2TS2"
"Shonai Airport","RJSY"
"Shoreham","EGKA"
"Short Creek","8TN7"
"Short Stop","8TA5"
"Shorten Airfield","MU06"
"Shoshone","L61"
"Shoshone County","S83"
"Shoshoni Municipal","49U"
"Shotgun Ranch Airstrip","42OR"
"Show Low Regional Airport","KSOW"
"Showa","OR94"
"Shreveport Downtown","KDTN"
"Shreveport North","62PA"
"Shreveport Regional Airport","KSHV"
"Shriver","0PN8"
"Shulls","2PA8"
"Shumba Airport","SPJE"
"Shump","AA00"
"Shumway Innernational","IL05"
"Shure","IN57"
"Shurley Field","4AR1"
"Shute Harbour","YSHR"
"Shymkent International  Airport","UAII"
"Sialkot International Airport","OPST"
"Siauliai","EYSA"
"Sibbernsen","1NE5"
"Sibi","OPSB"
"Sibisa","WIMP"
"Sibiti","FCBS"
"Sibiu International Airport","LRSB"
"Sibley Mun","KISB"
"Sibu Airport","WBGS"
"Sibulan Airport","RPVD"
"Sibut","FEFU"
"Sideradougou","DFOS"
"Sidetra","FCMD"
"Sidi Bel Abbes","DAOS"
"Sidi Ifni Airport","GMMF"
"Sidney Mun","KSCA"
"Sidney Mun Carr","KSNY"
"Sidney Municipal","N23"
"Sidney-Richland Municipal Airport","KSDY"
"Sids","MA52"
"Sids Place","49AR"
"Siefert","IN50"
"Sieg's Farm","MY00"
"Siegerland","EDGS"
"Siem Reap Angkor International Airport","VDSA"
"Sierra Blanca Regl","KSRR"
"Sierra Grande","SAVS"
"Sierra Maestra Airport","MUMZ"
"Sierra Sky Park","E79"
"Sierra Vista Mun Libby Airbase","KFHU"
"Sierraville Dearwater","O79"
"Sievers Field","LS21"
"Sig Field","7C5"
"Siglufjörður","BISI"
"Siguanea","MUSN"
"Siguiri","GUSI"
"Sigurd Anderson","1D7"
"Sihanouk International Airport","VDSV"
"Siirt Airport","LTCL"
"Sikes Farm","8GA5"
"Sikeston Memorial Muni","KSIK"
"Sikorski Ranch","MT74"
"Sikorsky Helitech Heliport","YTEK"
"Sila","AYSG"
"Silampari","WIKL"
"Silampari","WIPB"
"Silangit Airport","WIMN"
"Silent P","OA86"
"Siler City Mun","KSCR"
"Silers Plane Valley","1KS6"
"Siletz","5OR3"
"Siletz Bay State","S45"
"Silgadi Doti","VNDT"
"Silistra Polkovnik Lambrinovo Airfield","LBSS"
"Siljansnas","ESVS"
"Siljan Airport","ESKM"
"Sills Air Park","SN18"
"Silute","EYSI"
"Silver Creek","06NV"
"Silver Creek","40MT"
"Silver Creek","NC52"
"Silver Creek Ranch","41CA"
"Silver Lake","MI71"
"Silver Lake F S Strip","45S"
"Silver Springs","KSPZ"
"Silver West","C08"
"Silver Wings","TS36"
"Silver Wings Field","55AR"
"Silverbird","WT04"
"Silverhorn Ranch","19TS"
"Silvernails Field","82NY"
"Silverton Municipal","79XS"
"Silvies Valley Ranch","OG14"
"Silvio Pettirossi International Airport","SGAS"
"Simara Airport","VNSI"
"Simbai","AYSJ"
"Simberi","AYSE"
"Simenstad Mun","KOEO"
"Simenti","GOTS"
"Simferopol International Airport","UKFF"
"Simikot Airport","VNST"
"Simko Field","1ID9"
"Simon Bolivar Airport","SKSM"
"Simon Bolivar International Airport","SVMI"
"Simons","34CO"
"Simonson Field","80CO"
"Simpson","9W3"
"Simpson","ID62"
"Simpson","NE09"
"Simpson Field","MS61"
"Simpsonville","VG12"
"Simsbury","4B9"
"Sindal","EKSN"
"Sindhudurg","VOSR"
"Sindt","15NE"
"Sinele Strip","06IS"
"Sines","LPSI"
"Singapore Changi Airport","WSSS"
"Singapore Seletar Airport","WSSL"
"Singleton","97VA"
"Singleton","YSGT"
"Singleton's Landing Strip","IN87"
"Sinoe","GLGE"
"Sinop Airport","LTCM"
"Sinop Airport","SBSI"
"Sintang Airport","WIOS"
"Siocon National","RPNO"
"Siofok Kiliti","LHSK"
"Sion Airport","LSGS"
"Sioux Co Regl","KSXK"
"Sioux Falls Regional Airport","KFSD"
"Sioux Gateway Airport","KSUX"
"Sioux Lookout Airport","CYXL"
"Siqueira Campos","SSQC"
"Siquijor","RPVZ"
"Sir Abubakar Tafawa Balewa","DNBC"
"Sir Ahmadu Bello","DNBK"
"Sir Ahmadu Bello International","DNKB"
"Sir Bani Yas Island","OMBY"
"Sir Captain Charles Kirkconnell International Airport","MWCB"
"Sir Seewoosagur Ramgoolam International Airport","FIMP"
"Sir Seretse Khama International Airport","FBSK"
"Sirjan Airport","OIKY"
"Sirnak Serafettin Elci Airport","LTCV"
"Sirri","OIBS"
"Sirsa","VISA"
"Sishen Airport","FASS"
"Sisimiut Airport","BGSS"
"Siskiyou County","KSIY"
"Sisseton Municipal","8D3"
"Sisters Eagle Air","6K5"
"Sitiawan","WMBA"
"Sitio Pouso Do Aviador","SSAY"
"Sitka Rocky Gutierrez Airport","PASI"
"Sitterdorf Airport","LSZV"
"Sitton Field","3TX3"
"Sittwe Airport","VYSW"
"Situk","A68"
"Siuna","MNSI"
"Sivas Nuri Demirag Airport","LTAR"
"Siwa Oasis North","HESW"
"Six Oaks","NC67"
"Six Ponds","3NY6"
"Six Springs Ranch","OG51"
"Sixaola","MRSX"
"Sixmile Lake","AA06"
"Sj Airfield","IA94"
"Sjule Private Airstrip","7NA9"
"Skagen Airport","ENSK"
"Skagit Regl","KBVS"
"Skagway Airport","PAGY"
"Skala","PN55"
"Skalitsky","6TE0"
"Skamokawa East Valley","18JY"
"Skaneateles","6B9"
"Skarda/Tollville","21AR"
"Skardu Airport","OPSD"
"Skeen Ranch","82NM"
"Skelleftea Airport","ESNS"
"Skellytown","3TE6"
"Skelton","3AK1"
"Ski Harbor","67MO"
"Skiatook Municipal","2F6"
"Skid Marks","AK67"
"Skid Row Airpark","42XA"
"Skidmo","33WY"
"Skinner Ranch","12OR"
"Skinners Wholesale Nursery","16FD"
"Skinningsrud","6ND9"
"Skinnlanda","ESVM"
"Skip's Place","2IN0"
"Skis Landing Area","CT07"
"Skive","EKSV"
"Skopje International Airport","LWSK"
"Skorpion Mine","FYSA"
"Skovde Airport","ESGR"
"Skovhus","VA24"
"Skukuza Airport","FASZ"
"Skwentna","PASW"
"Sky Acres","1XA1"
"Sky Acres","44N"
"Sky Acres","VT25"
"Sky Bryce","VG18"
"Sky Harbor","9AK5"
"Sky Harbor","KDYT"
"Sky Harbor International Airport","KPHX"
"Sky Harbor Residential Airpark","1MN8"
"Sky Haven","4OH1"
"Sky Haven","5N4"
"Sky Haven","CO17"
"Sky Haven Airpark/Sellmeyer Field","OK01"
"Sky Hollow","WS91"
"Sky Island Ranch","3CO0"
"Sky Island Ranch","ID13"
"Sky King","3I3"
"Sky Landings","22MS"
"Sky Lane Ranch","XS68"
"Sky Manor","N22"
"Sky Manor","N40"
"Sky Manor Aero Estates","MN86"
"Sky Meadow","MN58"
"Sky Meadows Airpark","WN92"
"Sky Park","MN67"
"Sky Ranch","33LA"
"Sky Ranch","49OH"
"Sky Ranch","TN98"
"Sky Ranch","UT53"
"Sky Ranch At Carefree","18AZ"
"Sky Ranch At Pioneer Peak","AK50"
"Sky Ranch Estates","3L2"
"Sky Ranch For Boys","SD33"
"Sky Ranch Ii","5MU9"
"Sky Ranch North","38ID"
"Sky Ranch South","ID79"
"Sky River Ranch","WA78"
"Sky Soaring","55LL"
"Sky Valley Airstrip","WA68"
"Sky View Acres","33VT"
"Sky Wagon Ranch","6OG3"
"Sky Way Estates","CL04"
"Sky-Ranch","NY26"
"Sky-Vu","MO45"
"Skydive California","CA74"
"Skydive Chicago","8N2"
"Skydive Greene County Inc","7OA7"
"Skydive Iowa","09IA"
"Skydive Lebanon","ME64"
"Skydive Oregon","OL05"
"Skydive San Joaquin Valley","81CA"
"Skye Dance","1XS2"
"Skyflight","25AA"
"Skyhaven","76N"
"Skyhaven","KDAW"
"Skyhaven","KRCM"
"Skyhill","1OR7"
"Skykomish State","S88"
"Skyland","NC50"
"Skylane","3EV"
"Skylane Ranch","17CO"
"Skylark Airpark","7B6"
"Skylark Field","CA89"
"Skylark Field","KILE"
"Skyline Air Ranch","1AZ6"
"Skyline Airpark","9LA9"
"Skyline Airstrip","PN50"
"Skyline Ranch","60XA"
"Skyote","CD02"
"Skyotee Ranch","CL74"
"Skypark","KBTF"
"Skypark Estates Owners Assoc","18FD"
"Skypoint Estates","33AR"
"Skyport","4S4"
"Skyport","WI27"
"Skyraider Skyranch","20WA"
"Skyview","51VA"
"Skyview","84NY"
"Skyview","MU70"
"Skyview Airpark","WY05"
"Skyview Ranch","7TA6"
"Skywagon Farm","NM88"
"Skywagon Ranch","6CO6"
"Skyway Estates","60G"
"Skyway Manor","T79"
"Skywest Airpark","62AL"
"Skywest Inc","7T7"
"Slack","18PA"
"Slack","4TX0"
"Slate Creek","1S7"
"Slate River Ranch","8VA1"
"Slate Run","55I"
"Slater Field","00MD"
"Slatington","69N"
"Slave Lake","CYZH"
"Slayton Mun","KDVP"
"Sleepers Strip","6AK2"
"Sleepy Eye Municipal","Y58"
"Sleepy Hollow","18GA"
"Sleetmute Airport","PASL"
"Sliac Airport","LZSL"
"Slickpoo Mx Park","ID45"
"Slidell","KASD"
"Sligo","EISG"
"Slinkard Airfield","WN31"
"Slip Knot Landing","24ME"
"Sloan's","0MO8"
"Sloas","80OH"
"Slobovia Outernational","MS71"
"Sloop","41NC"
"Sloulin Field International Airport","KISN"
"Slovenj Gradec","LJSG"
"Slovenskie Konijce","LJSK"
"Sluder Airstrip","ID16"
"Sluice Creek","O68"
"Smalandsstenar","ESMY"
"Small Field","IN81"
"Smara","GMMA"
"Smart Road","AL77"
"Smies","75WI"
"Smiley Creek","U87"
"Smiley Johnson Municipal-Bass Field","E34"
"Smisson Field","7GA9"
"Smith","43KS"
"Smith","4IS5"
"Smith","6LL5"
"Smith","KMRH"
"Smith","KSMD"
"Smith","TX51"
"Smith","VT17"
"Smith","WA73"
"Smith","XA51"
"Smith Air Strip","25NC"
"Smith Airpark","29OK"
"Smith Aviation Inc","78XS"
"Smith Center Municipal","K82"
"Smith County","MS39"
"Smith Farms","0TA2"
"Smith Farms","23MS"
"Smith Field","01TE"
"Smith Field","22OK"
"Smith Field","51GA"
"Smith Field","8NE3"
"Smith Field","GE27"
"Smith Field","KSLG"
"Smith Field","MN15"
"Smith Flying Service","TS14"
"Smith Meml","KLRY"
"Smith Mountain Lake","W91"
"Smith Point","YSMP"
"Smith Prairie","2U0"
"Smith Private","ND74"
"Smith Ranch","ID21"
"Smith Strip","10ND"
"Smith's International","99A"
"Smith-Reynolds Airport","KINT"
"Smith-Stewart Field","79OH"
"Smither Field","TE81"
"Smithers Airport","CYYD"
"Smithfield","MT65"
"Smiths Land Base","53NY"
"Smithton","YSMI"
"Smithville Crawford Municipal","84R"
"Smithville Municipal","0A3"
"Smitty's Landing","1MU2"
"Smoke And Wings","9NR0"
"Smoketown","S37"
"Smokivka Natl","UKKV"
"Smoky Bend","TA24"
"Smolensk","UUBS"
"Smyrna","38N"
"Smyrna","KMQY"
"Snake Bay","YSNB"
"Snake Creek Wilderness","OK06"
"Snake River Skydiving","ID92"
"Snap Lake","CSK6"
"Sneek","2IL0"
"Snell - North Laramie River","WY25"
"Snettisham","7AK2"
"Snider Creek","OR06"
"Snider Field","0IN1"
"Snoddy Air Strip","34OI"
"Snook","PS06"
"Snouffer Field","78MO"
"Snow","MA36"
"Snow Crest Ranch","0WI4"
"Snow Hill","VA19"
"Snow Hill Airstrip","94GA"
"Snowden Field","6TX1"
"Snowshoe Lake","5AK4"
"Snyder","4O1"
"Snyder Ranch","5NE4"
"Snyders","ND12"
"Soalala","FMNO"
"Soaring Horse","33OI"
"Soaring Q Ranch","NR70"
"Sobolik","98ND"
"Sobral","SNOB"
"Socatean Bay","13ME"
"Sochi International Airport","URSS"
"Socks Flyers","29KY"
"Socorro Mun","KONM"
"Socotra Intl","OYSQ"
"Sócrates Mariani Bittencourt","SNBU"
"Sodankyla","EFSO"
"Sodbuster Strip","6MN7"
"Soddu","HASD"
"Soderhamn","ESNY"
"Soderquist","2NA0"
"Soekarno-Hatta International Airport","WIII"
"Sofia Airport","LBSF"
"Sofia West","LBSW"
"Soga","OIMX"
"Soggy Bottom","2TN8"
"Sogndal Airport, Haukasen","ENSG"
"Sohag International Airport","HESG"
"Sohar Airport","OOSH"
"Sohler's Holly Hill","OR31"
"Sojourner Field","IN04"
"Sokcho (Mulchi Airfield) (G-407/K-50)","RKND"
"Sokerkino","UUBA"
"Soko","DIBU"
"Sokode","DXSK"
"Sokol Airport","UHMM"
"Sokolnyky Natl","UKHD"
"Solapur","VASL"
"Solberg/Hunterdon","N51"
"Soldier Bar Usfs","85U"
"Soldier Meadow Nr 1","NV06"
"Soldier Meadow Nr 2","NV05"
"Soldotna","PASX"
"Solenberg","II97"
"Solidarity Szczecin-Goleniow Airport","EPSC"
"Solitude Airstrip","21LS"
"Solleftea","ESNB"
"Solo Ranch","NM08"
"Solomon","YSOL"
"Solomon State Field","AK26"
"Solon Springs Mun","KOLG"
"Solovki Airport","ULAS"
"Soloy Strip","87AK"
"Soltis Field","75OI"
"Solwezi Airport","FLSW"
"Someday Ranch","2XA5"
"Somers Lane","2MI3"
"Somerset","KSMQ"
"Somerset County","2G9"
"Somerton","54AZ"
"Somerville","2MI5"
"Sommedieue","LFGW"
"Sommers","II79"
"Sommers","SN75"
"Sommerset Strip","AL89"
"Son Bonet","LESB"
"Sonderborg Airport","EKSB"
"Sondok","ZKSD"
"Songbird Ranch","91TS"
"Songea Airport","HTSO"
"Songer","IN55"
"Songkhla","VTSH"
"Songlo Vista","3AK3"
"Songo","FQSG"
"Songwe","HTGW"
"Songyuan Chaganhu Airport","ZYSQ"
"Sonlef Air Strip","LA81"
"Sonnen","EDPS"
"Sonoma Skypark","0Q9"
"Sonoma Valley","0Q3"
"Sonora Mun","KSOA"
"Sons Private-Commercial","47MN"
"Sooter","12KS"
"Sopwith Farm","27CL"
"Sorel","CSY3"
"Sorenson","13MT"
"Sorigny","LFEN"
"Sorkjosen Airport","ENSR"
"Soroako","WAWS"
"Sorocaba","SDCO"
"Soroti","HUSO"
"Sorrell","59WA"
"Sorriso Airport","SBSO"
"Sossamon Field","57NC"
"Sotos","LESS"
"Souanke","FCOS"
"Soulac Sur Mer","LFDK"
"Sourdough","5WA0"
"Soure","SNSW"
"Souris Glenwood Industrial Air Park","CJX5"
"Sousa","SNQD"
"South 80 Field","2IA9"
"South Alabama Rgnl At Bill Benton Field","79J"
"South Albany","4B0"
"South Arkansas Regional Airport at Goodwin Field","KELD"
"South Bend International Airport","KSBN"
"South Big Horn County","KGEY"
"South Boulder","2MT8"
"South Caicos International Airport","MBSC"
"South Cairo","4NY7"
"South Cariboo 108 Mile","CZML"
"South Dayton","NY27"
"South Farm","32OK"
"South Fork Field","VA59"
"South Fork Ranch","0ID0"
"South Fox Island","3MI2"
"South Galway","YSGW"
"South Gasline","AK39"
"South Goulburn I","YGBI"
"South Grand Lake Regional","1K8"
"South Haven Area Regl","KLWA"
"South Hollywood","67AK"
"South Indian Lake Airport","CZSN"
"South Jersey Regl","KVAY"
"South Lafourche Leonard Miller","KGAO"
"South Lakeland","X49"
"South Naknek Airport","PFWS"
"South Oaks Aerodrome","05N"
"South One Ten","1GA8"
"South Point","95FD"
"South River","NC93"
"South River/Sundridge & Float Plane Base","CPE6"
"South St Paul Mun Fleming","KSGS"
"South Texas Intl At Edinburg","KEBG"
"South Texas Rgnl At Hondo","KHDO"
"South Valley Regional","U42"
"South West Bay Airport","NVSX"
"Southampton Airport","EGHI"
"Southard Field","O55"
"Southbridge Municipal","3B0"
"Southdowns","FLSO"
"Southeast Colorado Rgnl","KLAA"
"Southeastern","FD30"
"Southerland Strip","FD92"
"Southerly","58FD"
"Southern California Logistics","KVCV"
"Southern Comforts Aerodrome","61NC"
"Southern Cross","C01"
"Southern Cross","YSCR"
"Southern Fruit Groves","FD24"
"Southern Helicopters","21LA"
"Southern Illinois","KMDH"
"Southern Oaks","GE35"
"Southern Ranch","2FA4"
"Southern Seaplane","65LA"
"Southern Skies Airstrip","NR04"
"Southern View Aviation","60AR"
"Southern West Virginia Regl","KEBD"
"Southern Wisconsin Regl","KJVL"
"Southfork","23ID"
"Southfork River Ranch","ID11"
"Southland Field","KUXL"
"Southland Flying Service Inc.","MS40"
"Southport","YSPT"
"Southwest Florida International Airport","KRSW"
"Southwest Georgia Regional Airport","KABY"
"Southwest Lakes Airpark","7MI2"
"Southwest Lubbock","T96"
"Southwest Michigan Regl","KBEH"
"Southwest Minnesota Regl Marsh","KMML"
"Southwest Oregon Regional Airport","KOTH"
"Southwest Washington Regl","KKLS"
"Southwind","22WN"
"Souto Soares","SNST"
"Sovetsky Airport","USHS"
"Soyo Airport","FNSO"
"Space Coast Regl","KTIX"
"Spaceport America","9NM9"
"Spadaro Airport","1N2"
"Spangle Field","03WA"
"Spangler","58IL"
"Spanish Cay Airport","MYAX"
"Spanish Fork Springville Woodh","KSPK"
"Spanish Peaks Airfield","4V1"
"Sparrevohn LRRS","PASV"
"Sparta Community Hunter","KSAR"
"Sparta Ft Mc Coy","KCMY"
"Spartanburg Downtown Meml","KSPA"
"Sparwood Elk Valley","CYSW"
"Spaudling Aerodrome","28NY"
"Spaulding","1Q2"
"Spear Valley","55ID"
"Spearman Field","4MS4"
"Spearman Municipal","E42"
"Spears Ranch","6TA8"
"Spectre","XA07"
"Spence","KMUL"
"Spencer","60M"
"Spencer","VT09"
"Spencer Field","2MS8"
"Spencer Field","7NC9"
"Spencer Field","MU73"
"Spencer Mun","KSPW"
"Spencer's Airpark","FL13"
"Spencerport Airpark","D91"
"Sperr","ND55"
"Speyer","EDRY"
"Spezia","9CL9"
"Sphinx International Airport","HESX"
"Spicewood","88R"
"Spickard Farm","5CO4"
"Spickard-Marshall","LL81"
"Spiegel Field","WI40"
"Spiering","8MD4"
"Spillers Club","LA76"
"Spilve","EVRS"
"Spirit Airpark","DE20"
"Spirit Lake Municipal","0F3"
"Spirit Of St Louis","KSUS"
"Spirit Of Suwannee","95FA"
"Spirit River","CFS5"
"Spitfire Aerodrome","7N7"
"Splan","2ID5"
"Split Airport","LDSP"
"Split B Ranch","TE04"
"Spokane International Airport","KGEG"
"Sport Flyers","27XS"
"Sports Mans Paradise","9AK0"
"Sportsman Airpark","2S6"
"Sportsman's World","TA65"
"Spotted Bear /Usfs/","8U4"
"Spotts Field","05IA"
"Sprague","8ND7"
"Sprague","CD20"
"Spriggs Payne Airport","GLMR"
"Spring","86LA"
"Spring Brook","1LL2"
"Spring Canyon","CO94"
"Spring Creek","80WI"
"Spring Creek","YSPK"
"Spring Creek Field","79TX"
"Spring Creek Ranch","73OK"
"Spring Creek Ranch","WA66"
"Spring Creek Ranch East","01OL"
"Spring Hill","MD35"
"Spring Hill Airport","70N"
"Spring Lake","IN43"
"Spring Paths","42NC"
"Spring Point Airport","MYAP"
"Spring Ranch","3TA6"
"Spring Ranch","48XA"
"Spring Valley Farm","6GA4"
"Springbank","CYBW"
"Springbok","FASB"
"Springbrook","4OR0"
"Springbrook","5WI1"
"Springdale","CCD2"
"Springdale Municipal","KASG"
"Springer Municipal","S42"
"Springerville Mun","KJTC"
"Springfield Beckley Mun","KSGH"
"Springfield Municipal","8V7"
"Springfield Municipal","D42"
"Springfield Municipal","Y03"
"Springfield Robertson County","M91"
"Springfield-Branson National Airport","KSGF"
"Springhill","77MO"
"Springhill","KSPH"
"Springhill","NZSL"
"Springhill Field","7WI7"
"Springs","FASI"
"Springstead","WS06"
"Springvale","YSPV"
"Spruce","CT43"
"Spruce Creek","7FL6"
"Spud View","18PN"
"Squadron Field","11K"
"Squamish","CYSE"
"Square Air","TS63"
"Squier Landing","0MD2"
"Squillacote","2FA1"
"Squires Aviation Ranch","FD63"
"Squirrel Creek Ranch","4TE9"
"Sri Guru Ram Dass Jee International Airport","VIAR"
"Sri Sathya Sai","VOPN"
"Srinagar Airport","VISR"
"Sss Aerodrome","WI62"
"St André De L'eure","LFFD"
"St Andrews","CYAV"
"St Angelo","EGAB"
"St Athan","EGDX"
"St Athan","EGSY"
"St Aubin","LFAB"
"St Bernard Field","94NY"
"St Bruno-de-Guigues","CTA4"
"St Charles","LS40"
"St Charles Co Smartt","KSET"
"St Clair County","KPLR"
"St Clair County Intl","KPHN"
"St Croix Riviera","6WI2"
"St Croix Valley","WN86"
"St Elmo","2R5"
"St Florent","LFOD"
"St Gallen–Altenrhein Airport","LSZR"
"St George","6J2"
"St George Airport","YSGE"
"St George Island","F47"
"St Georgen Ybbsfeld","LOLG"
"St Georges","CYSG"
"St Georges De L Oyapock","SOOG"
"St Helen","6Y6"
"St Helens","YSTH"
"St Hubert","EBSU"
"St Hyacinthe","CSU3"
"St Ignatius","52S"
"St James Mun","KJYG"
"St Jean","CYJN"
"St Jean Chrysostome","CSG5"
"St Johann","LOIJ"
"St John","4MD9"
"St John Homestead","4AK2"
"St Johns Industrial Air Park","KSJN"
"St Junien","LFBJ"
"St Labre Mission","3U4"
"St Landry Parish-Ahart Field","KOPL"
"St Laurent Du Maroni","SOOM"
"St Leonard","CYSL"
"St Louis Downtown","KCPS"
"St Louis Metro-East/Shafer Field","IL48"
"St Louis Regl","KALN"
"St Mary's Airpark","84KS"
"St Marys","EGHE"
"St Marys Mun","KOYM"
"St Michaelisdonn","EDXM"
"St Paul Downtown Holman","KSTP"
"St Paul International Airport","KMSP"
"St Peter Ording","EDXO"
"St Thomas Mun","CYQS"
"St Thomas Municipal","4S5"
"St-Dominique","CSS4"
"St-Frédéric","CSZ4"
"St-Mathieu-De-Beloeil","CSB3"
"St. Andrews Codroy Valley","CDA5"
"St. Anthony Airport","CYAY"
"St. Catharines/Niagara District","CYSN"
"St. Catherine Intl","HESC"
"St. Cloud Regional Airport","KSTC"
"St. Gatien Airport","LFRG"
"St. George Regional Airport","KSGU"
"St. John'S International Airport","CYYT"
"St. Joseph'S Landing","91KS"
"St. Lewis (Fox Harbour)","CCK4"
"St. Mary's County Regional","2W6"
"St. Michael Airport","PAMK"
"St. Paul","CEW3"
"St. Pete-Clearwater International Airport","KPIE"
"St. Somewhere","6TN7"
"St. Stephen","CCS3"
"St. Tammany Regional","L31"
"St. Theresa Point Airport","CYST"
"St.Louis Lambert International Airport","KSTL"
"Sta Rosa De Conlara","SAOS"
"Stacey's","WA42"
"Stade","EDHS"
"Stafford","20NY"
"Stafford","GA20"
"Stafford Municipal","3TA"
"Stafford Regl","KRMN"
"Stafsberg","ENHA"
"Stag Air Park","7NC1"
"Stage Coach Hills","4TX2"
"Stagecoach","IA43"
"Stahl's Mountain","3PN7"
"Stallone","9NJ5"
"Stambaugh","Y73"
"Stampede","Z90"
"Stampede Valley","6TS4"
"Stamps Field","3TE5"
"Stan Jost","74OR"
"Stan Stamper Mun","KHHW"
"Stanchester","27FA"
"Stand Fast","2TE8"
"Standard Field","5KY4"
"Standing Rock","Y27"
"Stanford Field","U12"
"Stanford/Biggerstaff Field","S64"
"Stangl STOLport","16IA"
"Stangland","5IN9"
"Stanhope Municipal","CND4"
"Staniel Cay","MYES"
"Stanley","2U7"
"Stanley","SFAL"
"Stanley Municipal","08D"
"Stanly County","KVUJ"
"Stanthorpe","YSPE"
"Stanton","I50"
"Stanton","NY35"
"Stanton Airfield","KSYN"
"Stanton Co Mun","KJHN"
"Stanton Hill Aerodrome","68MN"
"Stanton Municipal","63F"
"Stanwix Heights","5NY4"
"Stapleford Aerodrome","EGSG"
"Staples Mun","KSAZ"
"Star 's' Ranch","ID56"
"Star City Municipal","55M"
"Star Dusters","8TA9"
"Star Field","TX88"
"Star Hill Golf Club","60NC"
"Star Smith Field","3XS5"
"Stara Zagora","LBSZ"
"Starbase","VG09"
"Starbuck Municipal","D32"
"Stark","MU18"
"Stark's Twin Oaks Airpark","7S3"
"Starke Co","KOXI"
"Starmoen","ENSM"
"Starns Brothers","53NE"
"Staro Selishte","LBSE"
"Staroselye Airport","UUBK"
"Starr","4VA5"
"Starr","MO94"
"Starr-Browning Airstrip","8S0"
"Starshire Farm","2KS9"
"State Prison Field","FL28"
"State Technical College of Missouri","1H3"
"Stateline","29PA"
"Statesboro-Bulloch County","KTBR"
"Statesville Regl","KSVH"
"Staton","4LL1"
"Stauning","EKVJ"
"Stava","78NE"
"Stavanger Airport, Sola","ENZV"
"Stavropol Shpakovskoye Airport","URMT"
"Stawell","YSWL"
"Ste Anne Des Monts","CYSZ"
"Ste Foy La Grande","LFDF"
"Ste Genevieve Flying Club","6MO2"
"Steamboat Springs Adams","KSBS"
"Stearmans Roost","5OK3"
"Stebbins Airport","WBB"
"Steciak Strip","1OL2"
"Steck Farm","NH78"
"Steele Farms","90MS"
